bbawamarna:Abaci//Titulaturen	66FT2O2Q5VAWNC4YVHOHOEL2R4
bbawgrabinschriften:Furt-Durchtrieb//〈Beischriften〉	IWC66BT2U5GJRGANIPDP6H3NGY
bbawgrabinschriften:G: rechter äußerer Türpfeiler//Personenbeischriften	MXAR6LUJ4BDJJPCBMNTVNHFMHM
bbawgrabinschriften:Gabenbringende links in 5 Registern//Szenenbeischrift vor 3.-5. Register von oben	IQRJQKD4A5AITC5C6PVVNF24ZQ
bbawgrabinschriften:Gabenbringende rechts in 4 Registern//1. Register von oben	XWR5E5DVJJGCHJAHTR5CKXY6XQ
bbawgrabinschriften:Gabenbringende rechts in 4 Registern//Szenenbeischrift vor den Registern	GXVV4NLUIFCZHCAKNFGG2YX4YA
bbawgrabinschriften:Gabenbringende unterhalb Speisetischszene//1. Mann von re.	7NHKU6ADMJHPNBGFAYNYJGQ7GY
bbawgrabinschriften:Gabenbringende unterhalb Speisetischszene//2. Mann von re,	4RQDNU7U3RAB7I3M72AF3CPR7U
bbawgrabinschriften:Gabenbringende unterhalb Speisetischszene//3. Mann von re.	MJHZFSRKEVFQDCPV6GBBFRIJYY
bbawgrabinschriften:Gabenbringende unterhalb Speisetischszene//4. Mann von re.	XWC2VJLQE5C5RKNTNU3DIGJORY
bbawgrabinschriften:Gabenbringende unterhalb Speisetischszene//5. Person von re.	IAVSWFHKZVESBJVWGF2URJFFCU
bbawgrabinschriften:Gabenbringer//〈Texte〉	Q7S3SVWRUZCPPGHB6YFL3WOGMI
bbawgrabinschriften:Gabenbringer//〈Text〉	QZPCUBLHCNHMRHA2JWT7K6UCXI
bbawgrabinschriften:Geflügelmästerei//Beischriften (1. Register v.u.)	IZ2SWZU56VDDTDSWUWUWVWP5EY
bbawgrabinschriften:Geflügelmästerei//Personenbeischrift (2. Register v.u.)	76445RRDBNFS3GCZINWUN4FT3A
bbawgrabinschriften:Geflügelzubereitung//Beischrift (linke Bildszene, rechts)	65XFLXSW7NFABCNHL66EMT6ICY
bbawgrabinschriften:Geflügelzubereitung//Beischrift (rechte Bildszene)	4DBMMW6XDJHUPDP5YJHL4M5UDM
bbawgrabinschriften:Gefolge hinter dem Grabherren//1. Person	7PFPOPPVBRGH5CTFNEEAXO3VCE
bbawgrabinschriften:Gefolge hinter dem Grabherren//Person hinter Ehefrau	BDIGEDCWTVB67IBJLI7LO3KIF4
bbawgrabinschriften:Gefolge hinter dem Grabherren//Person vor Ehefrau	7UH3L4EWTBDNVOR5QYACTSMVIQ
bbawgrabinschriften:Gefolge vor dem Grabherren//1. Register v.u.	RNCJZN2QPBFCJPETNDCKJBPTIM
bbawgrabinschriften:Gefolge vor dem Grabherren//2. Register v.u.	ECFNRVBXJZDWNGC3TCWXNO62WU
bbawgrabinschriften:Gefolge vor dem Grabherren//3. Register v.u.	PHENITLIDBHGXM7LLH7FNA4ZAQ
bbawgrabinschriften:Gefolge-Register//1. Register v.u.	3TIMFZAF7RG33CLVN4ULSRAMQ4
bbawgrabinschriften:Gefolge-Register//3. Register v.u.	QSBM666TORG6TPWB2MTDBLTIBU
bbawgrabinschriften:Gefolge-Register//Personenbeischriften	QXWEPSUO6ZAENGYQQJSCTHLLGU
bbawgrabinschriften:Gefolgebeischriften//1. Reg. v.o.	QBF4M5HTPNFBDPU4ROT4X3GT4I
bbawgrabinschriften:Gefolgebeischriften//1. Reg. v.u.	3ES73S4RGRH25PKN5IWM5ORCEU
bbawgrabinschriften:Gefolgebeischriften//Mittelregister	MO7SV7F3MBBYFHS2JMQB2FDODM
bbawgrabinschriften:Gefäß 12-12-109//Aufschrift	NTZRTMISOFD7JHTMCQWPY3J3RA
bbawgrabinschriften:Gefäßbeischriften (auf Seite 4)//1. Gefäß	B3JWX6I7SNGFHLB3NMWJDO33GU
bbawgrabinschriften:Gefäßbeischriften (auf Seite 4)//2. Gefäß	AWANO2HIWNAZBKCDRDWBQSRQHU
bbawgrabinschriften:Gefäßbeischriften (auf Seite 4)//3. Gefäß	K2Y5ZDLEVBB63FF6WLZ2HBQSWQ
bbawgrabinschriften:Gefäßbeischriften (auf Seite 4)//4. Gefäß	3W4E63VBHBATXIH56Z5HADKQ2Q
bbawgrabinschriften:Gefäßbeischriften (auf Seite 4)//Spiegel	CCDZBIOOUBHDHMRPF6ID4S3P6M
bbawgrabinschriften:Gefäßherstellung//Beischrift	L6HQYOJ3EFD4VIGYWIAR4F53EU
bbawgrabinschriften:Gefäßherstellung//Beischriften	3WALFDII75G2RHI337TKNVLCLU
bbawgrabinschriften:Gewände-Fragment//Texte	4BOD4WNTABAY7IFAT6Y6VUYUE4
bbawgrabinschriften:Gewände-Fragment//〈Gewände-Fragment〉	GFEB75TBMVEPHPZOOU43G3FJ3Y
bbawgrabinschriften:Gewände//2. Darstellung v.o.	ZKSUKESOEFAXZBXBNUECEBL6TI
bbawgrabinschriften:Gewände//2. Darstellung v.u.	VUCID7HNQBAGDGBBJ26EUEEXKM
bbawgrabinschriften:Gewände//3. Darstellung v.o.	YPJNKOVG5NFYTGL7BXFT4BS4AE
bbawgrabinschriften:Gewände//Opferliste	QB2VP53UQBBMJOFOQVAF5JWIVA
bbawgrabinschriften:Gewände//linkes Durchgangs-Gewände	ICDBP4TGABHK3PK3UP4VIJRVMQ
bbawgrabinschriften:Gewände//linkes Gewände	WK3SELAZJBBQDBPY6J67WOWL6Y
bbawgrabinschriften:Gewände//oberste Darstellung	USHJZXJ5KRFYJJGO27G4U5L7XU
bbawgrabinschriften:Gewände//rechtes Durchgangs-Gewände	6KNJM64OJFF5TAQZLK6YPW4ZQY
bbawgrabinschriften:Gewände//rechtes Gewände	HUGJBG3JWFBGVL4F6RUMNEIVNM
bbawgrabinschriften:Gewände//unterste Darstellung	TCH3ET6RTZAYHFH53HAM64VKQE
bbawgrabinschriften:Gewände//〈Texte〉	DWTVG2CCHFC37LOT54BVO7UYTE
bbawgrabinschriften:Gewände//〈Text〉	DUNNFBIGMRHEXJCRBNLVPEQZPU
bbawgrabinschriften:Grab-Eingang//Türrolle	N5DNCEFIMREAVE3T6FPM24DIEU
bbawgrabinschriften:Grabeingang//Architrav	4XBPCK5SKVDVZHLU4GBAJWBWPY
bbawgrabinschriften:Grabeingang//Türgewände	FJSHHUHUC5EB7OAUHEDYX5MAVE
bbawgrabinschriften:Grabeingang//Türrolle	FR4J32GZXJEUXIYVD4WREV5BIA
bbawgrabinschriften:Grabeingang//nördl. Laibung	77HLK3EGAZERZHV75BPDN2WFCQ
bbawgrabinschriften:Grabeingang//südl. Gewände	32J6GQ7ASNBINOXUGW4G23BYJY
bbawgrabinschriften:Grabeingang//südl. Laibung	A6T4K6CAMBCCJK4CJBP2YDVEIQ
bbawgrabinschriften:Grabherr (7.-8. Reg. v.u.; Ostteil)//Beischriften	77PF3MSOJVG47IOGE5IWMDCLBU
bbawgrabinschriften:Grabherr am Opfertisch//Opferliste (über Opfertisch)	HUVXIDXAVRECVKXFC2YRQLWLLY
bbawgrabinschriften:Grabherr am Opfertisch//Personenbeischrift rechts vom Stuhl	YON7B2R7PREHPJRL2CPD5CN3UA
bbawgrabinschriften:Grabherr am Opfertisch//Personenbeischriften links der Opferliste	L37FMHCYGJF5PEH5T5DJ57PIJ4
bbawgrabinschriften:Grabherr am Opfertisch//über Grabherren	ZLTHBVM345HZVHZWFVUKU57VCY
bbawgrabinschriften:Grabherr am Opfertisch//über Opfertisch	5H3XEK2CRRAHRO7SRYFIMXYSEU
bbawgrabinschriften:Grabherr auf Boot (Vogelfang)//Beischrift zum Grabherrn	KOJBEXIQYFCIPIQP4HAIR2Q4ZQ
bbawgrabinschriften:Grabherr auf Boot (Vogelfang)//Beischriften zu den Personen vor dem Grabherrn	DGJYGEUNJJC7HPRBUVZSEZ4QLI
bbawgrabinschriften:Grabherr auf Boot (vor Wasserberg)//Beischrift zum Grabherrn	NMNHOS3B2NASNBRBN4CQTKQ7F4
bbawgrabinschriften:Grabherr auf Boot (vor Wasserberg)//Beischrift zur Ehefrau	LAL4UMBXCJCZ5B45AD3DO2TCRM
bbawgrabinschriften:Grabherr auf Boot (vor Wasserberg)//Beischriften zu den Söhnen	YB74SR6WDFCBJLN3FTSCLBRQLE
bbawgrabinschriften:Grabherr auf Boot (vor Wasserberg)//Szenentitel	E3Z235FKLVFO7LOXUKPOUF2GXQ
bbawgrabinschriften:Grabherr beim Betrachten landwirtschaftlicher Szenen//3. Register von oben, Szenenbeischrift	E5I2QZYJAFEWHHSRTI2JYHNGEI
bbawgrabinschriften:Grabherr beim Betrachten landwirtschaftlicher Szenen//Frau vor Grabherr, Beischrift	AVVTI4NZWVCTXC3TR4LVCJS2XM
bbawgrabinschriften:Grabherr beim Betrachten landwirtschaftlicher Szenen//Mann oben hinter Grabherr, Beischrift	IZPX24WSKBCB3KPAM7BLOXHIA4
bbawgrabinschriften:Grabherr beim Betrachten landwirtschaftlicher Szenen//Mann unten hinter Grabherr, Beischrift	BFUIENJTRBBTVA3Q4I6YNDLPBU
bbawgrabinschriften:Grabherr beim Betrachten landwirtschaftlicher Szenen//Szenenüberschrift	AANDRGOFDFBQ3AC6TGW2RYMKKM
bbawgrabinschriften:Grabherr beim Betrachten von Szenen//Beischrift Grabherr	FKVR4PPLARBTVDXD5CWYMGTNQE
bbawgrabinschriften:Grabherr beim Betrachten von Szenen//Szenenbeischrift	UCJMHAYWRBBFFJG6Q2ORLT3C5Y
bbawgrabinschriften:Grabherr im Palanquin//Szenentitel (rechter Bildrand)	WA4WNMC7LRBHBH3JJF44A3VAZU
bbawgrabinschriften:Grabherr links vor Gabenbringendem und Opferliste(?)//Beischrift Grabherr	QJA5R2CX5JCNVCPJ6YAMVT2G3I
bbawgrabinschriften:Grabherr mit Familie (4.-8. Reg. v.u.; Westteil)//Szenentitel	XSVXZOYEMVEPNJEENMYE47DD24
bbawgrabinschriften:Grabherr mit Familie vor Alltagsszenen//Beischrift Ehefrau	VK5LF47KURD5XHMAAPRHSS3NGY
bbawgrabinschriften:Grabherr mit Familie vor Alltagsszenen//Beischrift Sohn	2335MRZAHZD2ZIWOFFXVVWJNNA
bbawgrabinschriften:Grabherr mit Familie vor Alltagsszenen//Beischriften in den Szenen	ZCJSXUXGSNAGRAGB6ZRMUC6Y74
bbawgrabinschriften:Grabherr mit Familie vor Alltagsszenen//Szenenbeischrift	GOEM25QLK5GOVNPVNBAJY5ATNM
bbawgrabinschriften:Grabherr mit Familie vor Opferliste//Beischrift Grabherr	TYMDBB2WOVGRFPB5LOYNFU3CVU
bbawgrabinschriften:Grabherr mit Familie vor Opferliste//Beischrift Tochter hinter Ehefrau	GNYFK7TPOFA4DC5YITORUDSS3U
bbawgrabinschriften:Grabherr mit Familie vor Opferliste//Opferformel über und neben Opferliste	T2YSMUV3XVCJLOCZBYYAUGASJE
bbawgrabinschriften:Grabherr mit Familie vor Opferliste//Opferformel über und vor Ehefrau	DEQCBDXEUVGNZPBSAIBBMF4TN4
bbawgrabinschriften:Grabherr mit Familie vor Opferliste//Ölliste hinter den Frauen	EK7DOBLK4VEWJPP2UHE2LT2YME
bbawgrabinschriften:Grabherr mit Familie//1. Sohn	7GXXSTGVSJCFFA3BEKM3TPBZTY
bbawgrabinschriften:Grabherr mit Familie//1. Tochter	OLNUUSM76ZEPZDFXSSKY5V4DI4
bbawgrabinschriften:Grabherr mit Familie//2. Sohn	D2DIDSJCH5F6BN2RHKOIUBK3KU
bbawgrabinschriften:Grabherr mit Familie//2. Tochter	DMKZPEQXW5D4ZM2QFWRTLDZGDM
bbawgrabinschriften:Grabherr mit Familie//3. Sohn	MCHZAWE7OBGR5DLGUKHIL6X6QY
bbawgrabinschriften:Grabherr mit Familie//3. Tochter	BZUQY5CAVFAO5HCUJBZYTZNNVA
bbawgrabinschriften:Grabherr mit Familie//Beischriften	KKONU4SRIVFPZEB3HSHWKCU4AA
bbawgrabinschriften:Grabherr mit Familie//Ehefrau	AKRVOGPA4JG23ETPZHRAT7WLEI
bbawgrabinschriften:Grabherr mit Familie//Grabherr	R5JUVIICQNBMXJ2TMDPSUHZBBE
bbawgrabinschriften:Grabherr mit Familie//Personenbeischriften	W7BX4CQ67FGNJDWMRBNPUUU4P4
bbawgrabinschriften:Grabherr mit Frau und Gefolge//Beischrift Gefolge	3CMDENZPTBGCPPJL6KDHO7FOOM
bbawgrabinschriften:Grabherr mit Frau und Gefolge//Beischrift Grabherr	7OTPA7IWGFCJTERYDPXUXIB5WE
bbawgrabinschriften:Grabherr mit Frau und Hund//Beischriften	HS2S4YMZ55ABBIL6GBN6K3CMQ4
bbawgrabinschriften:Grabherr mit Frau und Sohn (Vogelfang, Keltern, Feldarbeit)//Beischriften	NHYEN34YJJFMBDYA7I6YBM5R3I
bbawgrabinschriften:Grabherr mit Frau und Sohn (Vogelfang, Keltern, Feldarbeit)//Beischriften (Keltern)	DR7FDW2N3ZCXRBJQSNERDE3MD4
bbawgrabinschriften:Grabherr mit Frau und Sohn (Vogelfang, Keltern, Feldarbeit)//Beischriften (Vogelfang)	SMRALJ35UNHAXA3OUBRL7V5DMM
bbawgrabinschriften:Grabherr mit Frau vor Opfertieren//Beischriften	EWXFW2N7NBH3NIEHYDMZI6NFUI
bbawgrabinschriften:Grabherr mit Gabenbringenden//Beischrift Grabherr	6H6O2LWIERFZNOYPDZY4UCAN7Y
bbawgrabinschriften:Grabherr mit Gabenbringern//Namen der Gabenbringer	LF5GCGOGQJAJFCLVNI5SHGPPUU
bbawgrabinschriften:Grabherr mit Gabenbringern//mitte	ST6AL5MCDFC4PDSTPACN2UNKI4
bbawgrabinschriften:Grabherr mit Gabenbringern//oben	RDVX4XUZQRBGFKIN7HFOB5MKGE
bbawgrabinschriften:Grabherr mit Gabenbringern//unten	HZ4GUOPCZBB5VCNER4IDRBSJB4
bbawgrabinschriften:Grabherr mit Gabenbringern//vor Grabherren	CMBCKJMWSJFINFJ5ZJTHZXE26U
bbawgrabinschriften:Grabherr mit Gabenbringern//vor Sohn	D4YOPE4ACJCB5OO4TI66QIXB2U
bbawgrabinschriften:Grabherr mit Gabenbringern//über Gabenbringern	BKI5S6YSFRFJJPQX55AVDSX27E
bbawgrabinschriften:Grabherr mit Gabenbringern//über Grabherren	XXTLTBAXSNECFG7OO7TM7LVAXY
bbawgrabinschriften:Grabherr mit Gefolge//1. Register v.u.	SR2YFUFWWBENPO6GQ6L7YQETOQ
bbawgrabinschriften:Grabherr mit Gefolge//2. Register v.u.	EC75PNORBFGZLNUTBIRMC2G6YE
bbawgrabinschriften:Grabherr mit Gefolge//Beischrift zum Grabherren	6IQUNZPWWRFEBMRWOZ63K7Y2RU
bbawgrabinschriften:Grabherr mit Gefolge//Personenbeischriften	DHAUFKYCNBGQFEJZX3W64DONII
bbawgrabinschriften:Grabherr mit Gefolge//Szenentitel	75CXYPEE5ZEMRD32RCX2LRTH4I
bbawgrabinschriften:Grabherr mit Schreiber//Beischrift Grabherr	RVKFI2OVBRCOBJXAPOQKH4O3GE
bbawgrabinschriften:Grabherr mit Schreiber//Beischrift Schreiber	ERRVP3RNDFGH5NXS6XDWBB3JFQ
bbawgrabinschriften:Grabherr mit Söhnen vor Opfern und Opferliste//Opferliste	2MZ5BIQ77RA5VNE24SJWQXWKVM
bbawgrabinschriften:Grabherr mit Söhnen vor Opfern und Opferliste//Sohn vor Grabherr	ZVTOS77QYFGW7H3D4VHHOTR4IA
bbawgrabinschriften:Grabherr mit biograph. Inschrift im unteren Teil//Beischrift zum stehenden Grabherrn	2NJI66TDEBB4FGS6OGP7XKRECQ
bbawgrabinschriften:Grabherr mit biograph. Inschrift im unteren Teil//biographische Inschrift rechts davon	NTYRVMRU3JFIPIMWYAUH5MPZIA
bbawgrabinschriften:Grabherr mit biograph. Inschrift vor Opfergabenbringenden//Gabenbringende in 3 Registern rechts	R2LGSGMAMRHXTK5UN7DITXT7HI
bbawgrabinschriften:Grabherr mit biograph. Inschrift vor Opfergabenbringenden//biographische Inschrift des Grabherrn	NE33I6PLCFAOLC2HNKVORXLBUQ
bbawgrabinschriften:Grabherr mit biographischer Inschrift und fragment. Szenen//Beischrift Gabenbringender(?) vor Frau	SQXMTWGS4JEYDOE6U7JDT3MN6U
bbawgrabinschriften:Grabherr mit biographischer Inschrift und fragment. Szenen//Beischrift der Frau	HKDXAYBZYRD6PLADT2VYCDS5QE
bbawgrabinschriften:Grabherr mit biographischer Inschrift und fragment. Szenen//biographische Inschrift	R5TEMGAP2BCIJDHXZ6BYFGEY3Y
bbawgrabinschriften:Grabherr mit biographischer Inschrift//Beischrift Grabherr	WIOQPZ6J5JE7ZPJF7VULGBNZHI
bbawgrabinschriften:Grabherr mit biographischer Inschrift//Beischrift obere kleine Frauenfigur	COL4SP267FAARGS3CSIQTP6RSI
bbawgrabinschriften:Grabherr mit biographischer Inschrift//Beischrift untere kleine Frauenfigur	7UN4JUAYDZBIBL4R7YPUVQOJE4
bbawgrabinschriften:Grabherr mit biographischer Inschrift//biographische Inschrift	ELH4E5FWMJGIZKCEQYN52GMFOI
bbawgrabinschriften:Grabherr rechts vor Schlächterszenen und Herdentieren//Beischrift Grabherr	EATBMWSGTRG3BKSCR64W6OMQNQ
bbawgrabinschriften:Grabherr rechts vor Schlächterszenen und Herdentieren//Opferformel oberhalb der Szenen	XB7PDB7UPJAFLPZGKXC54Z24YE
bbawgrabinschriften:Grabherr rechts vor Schlächterszenen und Herdentieren//Szenenbeischrift	DL5TVXL7FVHENJQWWTESSQT4D4
bbawgrabinschriften:Grabherr sitzend (links) vor Erntearbeiten//Signalement Ehefrau	3AUP2U47AZCPPMU6DBGHZDSGHU
bbawgrabinschriften:Grabherr sitzend (links) vor Erntearbeiten//Signalement Grabherr	TZUZLPD2QNAJBPYMSMD37FCMKM
bbawgrabinschriften:Grabherr sitzend (links) vor Erntearbeiten//Szenentitel	IKKYMXYQRZGHPHEB3XJUGG6BMA
bbawgrabinschriften:Grabherr stehend (rechts) vor Feldarbeiten (Aussaat)//Signalement	A7HDHIZITZFHDK23QP7Q3UCODI
bbawgrabinschriften:Grabherr stehend (rechts) vor Feldarbeiten (Aussaat)//Szenentitel	U3KAEIFJKZHJ5FBOWWXZ5TFW3M
bbawgrabinschriften:Grabherr stehend//1. Beischrift	4J2TFJBYZNDCFKNULO3YY7IC6E
bbawgrabinschriften:Grabherr stehend//2. Beischrift	IH3GSKMRKZAQNFOYLCKWYUIUHM
bbawgrabinschriften:Grabherr stehend//Beischrift Grabherr	64TLZNACR5HTDD4K6J667HFFHE
bbawgrabinschriften:Grabherr und Sohn vor Rinderszenen//Beischrift Sohn	JV4BIOVAJJBJPM2VHLQA6WNNF4
bbawgrabinschriften:Grabherr und Sohn vor Rinderszenen//Szenenbeischrift	JESG6VDOE5DC3NPBSLVNGXIYFE
bbawgrabinschriften:Grabherr vor Alltagsszenen//Beischrift Grabherr	4FSHKUSW3FCALJBTZUZLKBDDIA
bbawgrabinschriften:Grabherr vor Alltagsszenen//Szenenbeischrift	Z5ORF6GTIREP5ABOMBF7L4LK5A
bbawgrabinschriften:Grabherr vor Gabenbringenden//Beischrift Grabherr	BMZ63LLPFZDRHBNYKNFGWKGE7Y
bbawgrabinschriften:Grabherr vor Gabenbringenden//Beischrift zu einem Gabenbringenden	L7SSDZIEH5ETRNVWA5CB5KRWCE
bbawgrabinschriften:Grabherr vor Gabenbringenden//Beischrift zum Grabherrn	KROAR7B5DVAW3JVMCZ5A7PCCQQ
bbawgrabinschriften:Grabherr vor Gabenbringenden//Beischrift zum Sohn	7E3DJDOXDJHO5FPJSHSVOVFHP4
bbawgrabinschriften:Grabherr vor Gabenbringenden//Tätigkeit des Sohnes	LOWRYFMK5NHGXFU5DWFKO5XGJA
bbawgrabinschriften:Grabherr vor Opferbringenden//Beischrift hinter Grabherr	3QUYU2HSTZHXPCOWJHZJ6N3YHE
bbawgrabinschriften:Grabherr vor Opferbringenden//Beischrift vor Grabherr	PBHV3RY6FVBWJGGGHVPEPIHRM4
bbawgrabinschriften:Grabherr vor Opferbringenden//Beischrift über Grabherr	65KD2ZAS7VG2PL6O72EYZPX4DE
bbawgrabinschriften:Grabherr vor Opfergaben und Opfernden//Beischriftenreste im rechten unteren Teil der Szene	H4FAWUYKURHT7OAOF7JE7KWDMY
bbawgrabinschriften:Grabherr vor Opfergaben und Opfernden//Opferliste in 4 Registern im oberen Teil der Szene	35JFOHMM6JH6VOUS6VUEUSXYJA
bbawgrabinschriften:Grabherr vor Opfergaben und Opfernden//Szenenüberschrift	LDPBEMSSB5G2BMYWWKSVKB4VCM
bbawgrabinschriften:Grabherr vor Opfergaben und Opfernden//vor stehendem Grabherrn	ACLQMRJA6JCNRNKGUODCDMXQKE
bbawgrabinschriften:Grabherr vor Opfergabenbringenden//Beischrift Sohn vor Beinen des Grabherrn	J2TAK422IRBFXMV5EO3NOV4PCM
bbawgrabinschriften:Grabherr vor Opfergabenbringenden//Szenenbeischrift	LJKHDYAQ6VF47EFIRDMAK5E5HU
bbawgrabinschriften:Grabherr vor Opferliste im oberen Teil//Beischrift zum Grabherrn	2JJL3AAARFBGLCAUCHG3STEV2A
bbawgrabinschriften:Grabherr vor Opferliste im oberen Teil//Opferliste	YFWDCMNKT5D7PNKQVU4WSTB4IY
bbawgrabinschriften:Grabherr vor Opferliste und oberhalb von Rindern//Beischrift eines Hundes	4GV5JLBPAZAV3FXVQYGHHQ7GVE
bbawgrabinschriften:Grabherr vor Opferliste und oberhalb von Rindern//Beischrift zur Frau	ZBC2NY3PLJEMNGUOEZP6NRSPVM
bbawgrabinschriften:Grabherr vor Opferliste und oberhalb von Rindern//Opferformel über der Szene	7INEYAB22VENZA4ZS5I5D7PB3I
bbawgrabinschriften:Grabherr vor Opferliste und oberhalb von Rindern//Opferliste	MOKWMWPAPBG6DDNAXGR5A2PPFI
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift	CB6ZP6PC3ZF4HIL2ITQTWUHPOE
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift (Sohn?) über und hinter dem Grabherrn	HNJJUEWL4NEXJJVJRSHC2ROT3I
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift Grabherr	PX57PJZGPBBMRPTLSNYE4IG5AM
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift des Grabherrn im rechten Wandteil	LR4MGN5YGRA5RDS6MQRCBAC5HI
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift eines Sohnes im rechten Wandteil	ULAX6UCWEFBS5MAWYLPNHYSDLY
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift vor dem Grabherrn	BONFY3HEZBBKXBW7TIROZSHYY4
bbawgrabinschriften:Grabherr vor Opferliste//Beischrift zu den Opfern	MH7DHD657ZEX5INC2AWVX3AZAY
bbawgrabinschriften:Grabherr vor Opferliste//Opferformel	QY6TN3FIFVCU7LGYFVNZY53R3M
bbawgrabinschriften:Grabherr vor Opferliste//Opferliste	3GSRTW2FI5H57B4C3XBWGJNNRM
bbawgrabinschriften:Grabherr vor Opfertisch//Personenbeischrift	NZCTPPJBJFGNBCO47FYDFFZUPE
bbawgrabinschriften:Grabherr vor Rinderszenen und Gabenbringenden//Beischrift zum Grabherrn	YA6IDTU6UFBAVPVMGGPS37AFWM
bbawgrabinschriften:Grabherr vor Rinderszenen und Gabenbringenden//Beischrift zum Sohn vor Grabherrn	N4R7XHVC35HGXNY756LXM75IO4
bbawgrabinschriften:Grabherr vor Rinderszenen und Gabenbringenden//Szenenbeischrift	ZQIZM5TKYNAZTCAMS54UQ4IW3U
bbawgrabinschriften:Grabherr vor Schlächterszenen//Beischrift Grabherr	EK7DLZ5CWZBJBGTRGLLK2FXYU4
bbawgrabinschriften:Grabherr vor Stierkampfszenen u.a. Szenen mit Herdentieren//2. Register von oben: Stierkampf, Rede des Hirten	5J7EEQ5OPZGAZNI3IDPEM6V5TY
bbawgrabinschriften:Grabherr vor Stierkampfszenen u.a. Szenen mit Herdentieren//Beischrift Grabherr	IBYK2I6PZNCWXEPWXKEZIXULK4
bbawgrabinschriften:Grabherr vor Stierkampfszenen u.a. Szenen mit Herdentieren//Szenenbeischrift	XOCMLWBPJZDK5O62FQGAKF5TPE
bbawgrabinschriften:Grabherr vor Stierkampfszenen//Beischrift Grabherr	AF3ZTAJG65DVHHTNBDOKFG635E
bbawgrabinschriften:Grabherr vor Stierkampfszenen//Szenenbeischrift	RE6PYSMROREG7JA2CXDUDBEFQI
bbawgrabinschriften:Grabherr vor landwirtsch. Szenen//Beischrift Grabherr	HQMJ7JAIOBA73MUGHOPH44CG34
bbawgrabinschriften:Grabherrin mit Gefolge//Grabherrin mit Gefolge	RJ2SZRVWZJH2RP4CIRYWC26SQU
bbawgrabinschriften:Grabherrin vor Speisetischszene und Gabenbringenden//Beischrift vor und über Grabherrin	DNWYC7HDEZE7JOG4RZBSXAKF74
bbawgrabinschriften:Grabschächte//Ostwand	I4OVN4W3KFB5TDX6YBU2ZWM3IM
bbawgrabinschriften:Grabschächte//Sarkophag	U3RXBWUKMRACFGNSLOK2Y5NWDY
bbawgrabinschriften:Grabschächte//Shaft B	LSE6JF574RHM3D6X4MO6XO7DIA
bbawgrabinschriften:Grabschächte//Shaft M	7WNR4VNUCFALFKFSD4UWPOWBWE
bbawgrabinschriften:Grabschächte//Südwand	JN5HCL7R7JCAZE3XF27FVPKWHU
bbawgrabinschriften:Grabschächte//Westwand	NMMS6AHMIBH7ZEI3GS6XCL2ALM
bbawgrabinschriften:Grabstatue des Rawer//〈Grabstatue des Rawer〉	JFY6XZSWQJGTHOWLXZ3DDCS6G4
bbawgrabinschriften:Granit-Block//Name+Titel	6TGNTAZTGZFWVDGKPGPA2B2X2A
bbawgrabinschriften:Granit-Sitzstatue Chnum-baef (Wien 8567)//Inschrift	B7L2B7JDFFEYLLFZ3JNKRPIR2M
bbawgrabinschriften:Granit-Statue Chnum-baef//Inschrift	LZMDWSXFGJC6BASHQLP3C7SLE4
bbawgrabinschriften:Granit-Statuenfragment//Inschrift	K5IYOYKZXBHDVMNEIZW7AQPPSM
bbawgrabinschriften:Granit-Statuette//linksseitige Inschrift	U26MSMB7QRAQJAGN2GDV4PWD5Q
bbawgrabinschriften:Granit-Statuette//rechtsseitige Inschrift	BKTLJZQYZBBPNFFPKVKTDMWJ3A
bbawgrabinschriften:Granitstatue//〈Granitstatue〉	CYW5BEQ5NVHQZKS2LR3OJRLXBM
bbawgrabinschriften:H81 M8 F13//Beischrift eines Schreitenden	2X3KKBN2UFHMRBKOANJ2BPFRCI
bbawgrabinschriften:H81 M8 F17//Bruchstück einer Opferliste	K7NC2TIRF5D55KPCJWXRHA6J6E
bbawgrabinschriften:H81 M8 F23//Beischrift einer Tochter	EJJBDS5I4NGR7AHQ4JN3VHXMOU
bbawgrabinschriften:H81 M8 F5//Beischrift eines Opferträgers	IHT5PQTAPNATFIJY2UKWZ4CA3U
bbawgrabinschriften:H82 M23 F14//Textfragment	2HSISML5DJHB7JACVHYIIAQDSI
bbawgrabinschriften:H82 M23 F15//Textfragment	FKPNB3LSQRFRJGB7TW6LPK3QR4
bbawgrabinschriften:H: linker äußerer Türpfeiler//Personenbeischriften	HS5E6YWGSZBCFKPIBDSXAQIKBA
bbawgrabinschriften:Handlungsbeischriften//1. Person v.l.	TMHYC3DT3JB5NPT4JPYDSFHTWY
bbawgrabinschriften:Handlungsbeischriften//2. Person v.l.	VQCWXN66DJFQBFNXC2PHQC4Y6Y
bbawgrabinschriften:Handlungsbeischriften//3. Person v.l.	ZPTASHZYHRDYDGOYRMTCKTSAEY
bbawgrabinschriften:Handlungsbeischriften//über 1.-3. Person v.r.	ZX3VULKEEZE6FI37DTF2AHIKSU
